AÑO,MES,AREA,ID_PRODUCTO,"Participacion en Absoluta del Periodo","Participacion en Area","Participacion en Producto"
2011,7,Canada,749,0.002688,0.015153,0.121951
2011,7,Canada,751,0.000538,0.003031,0.055556
2011,7,Canada,752,0.001075,0.006061,0.095238
2011,7,Canada,753,0.007310,0.041216,0.217252
2011,7,Canada,754,0.004994,0.028154,0.218391
2011,7,Canada,755,0.003680,0.020745,0.666667
2011,7,Canada,756,0.002365,0.013336,0.545455
2011,7,Canada,758,0.018398,0.103727,0.469799
2011,7,Canada,760,0.003844,0.021671,0.237971
2011,7,Canada,761,0.002646,0.014921,0.193548
2011,7,Canada,762,0.005860,0.033039,0.438679
2011,7,Canada,763,0.002899,0.016342,0.272727
2011,7,Canada,764,0.000630,0.003553,0.322580
2011,7,Canada,765,0.005230,0.029487,0.557047
2011,7,Canada,766,0.001113,0.006276,0.514563
2011,7,Canada,768,0.001071,0.006039,0.515152
2011,7,Canada,770,0.012483,0.070377,0.492255
2011,7,Canada,771,0.010726,0.060472,0.111583
2011,7,Canada,772,0.010419,0.058744,0.099606
2011,7,Canada,773,0.018081,0.101939,0.194026
2011,7,Canada,774,0.001226,0.006911,0.027907
2011,7,Canada,775,0.026769,0.150926,0.224433
2011,7,Canada,776,0.009836,0.055454,0.102213
2011,7,Canada,777,0.006692,0.037732,0.078947
2011,7,Canada,778,0.006692,0.037732,0.111486
2011,7,Central,707,0.000073,0.000353,0.120001
2011,7,Central,708,0.000109,0.000530,0.166666
2011,7,Central,709,0.000346,0.001678,0.289003
2011,7,Central,711,0.000136,0.000662,0.202702
2011,7,Central,712,0.000054,0.000261,0.113469
2011,7,Central,714,0.000061,0.000294,0.130842
2011,7,Central,715,0.000607,0.002943,0.218195
2011,7,Central,716,0.000191,0.000925,0.271606
2011,7,Central,725,0.000028,0.000134,0.013158
2011,7,Central,729,0.000111,0.000536,0.034188
2011,7,Central,732,0.000054,0.000260,0.012195
2011,7,Central,738,0.000107,0.000521,0.049383
2011,7,Central,741,0.001722,0.008354,0.538462
2011,7,Central,742,0.000543,0.002633,0.135135
2011,7,Central,743,0.000966,0.004688,0.310345
2011,7,Central,745,0.001338,0.006492,0.244444
2011,7,Central,747,0.000966,0.004688,0.346154
2011,7,Central,748,0.000543,0.002633,0.075758
2011,7,Central,753,0.000645,0.003129,0.019169
2011,7,Central,754,0.001708,0.008288,0.074713
2011,7,Central,755,0.000526,0.002550,0.095238
2011,7,Central,758,0.000657,0.003188,0.016779
2011,7,Central,760,0.000315,0.001529,0.019506
2011,7,Central,761,0.000126,0.000611,0.009217
2011,7,Central,762,0.000126,0.000611,0.009434
2011,7,Central,763,0.000315,0.001529,0.029644
2011,7,Central,765,0.000252,0.001223,0.026846
2011,7,Central,770,0.000819,0.003974,0.032304
2011,7,Central,771,0.020839,0.101101,0.216791
2011,7,Central,772,0.065788,0.319178,0.628918
2011,7,Central,773,0.013790,0.066905,0.147986
2011,7,Central,774,0.011645,0.056498,0.265116
2011,7,Central,775,0.008822,0.042800,0.073961
2011,7,Central,776,0.022511,0.109213,0.233930
2011,7,Central,777,0.040762,0.197764,0.480861
2011,7,Central,778,0.008517,0.041324,0.141892
2011,7,France,749,0.000538,0.196512,0.024390
2011,7,France,750,0.000538,0.196512,0.066667
2011,7,France,753,0.000538,0.196512,0.015974
2011,7,France,770,0.000105,0.038393,0.004141
2011,7,France,771,0.000511,0.186721,0.005313
2011,7,France,776,0.000507,0.185348,0.005269
2011,7,Germany,749,0.001613,0.263372,0.073171
2011,7,Germany,750,0.000538,0.087791,0.066667
2011,7,Germany,751,0.000538,0.087791,0.055556
2011,7,Germany,752,0.001613,0.263372,0.142857
2011,7,Germany,753,0.001613,0.263372,0.047923
2011,7,Germany,768,0.000105,0.017152,0.050505
2011,7,Germany,770,0.000105,0.017152,0.004141
2011,7,Northeast,707,0.000015,0.000658,0.024999
2011,7,Northeast,708,0.000030,0.001315,0.046297
2011,7,Northeast,711,0.000006,0.000263,0.009008
2011,7,Northeast,712,0.000007,0.000304,0.014801
2011,7,Northeast,714,0.000004,0.000188,0.009346
2011,7,Northeast,715,0.000074,0.003194,0.026495
2011,7,Northeast,716,0.000039,0.001691,0.055555
2011,7,Northeast,722,0.000161,0.006981,0.085714
2011,7,Northeast,725,0.000166,0.007190,0.078947
2011,7,Northeast,726,0.000166,0.007190,0.122449
2011,7,Northeast,729,0.000166,0.007190,0.051282
2011,7,Northeast,730,0.000111,0.004793,0.129032
2011,7,Northeast,732,0.000054,0.002325,0.012195
2011,7,Northeast,733,0.000054,0.002325,0.062500
2011,7,Northeast,738,0.000617,0.026759,0.283951
2011,7,Northeast,749,0.000645,0.027974,0.029268
2011,7,Northeast,753,0.003225,0.139871,0.095847
2011,7,Northeast,754,0.001708,0.074089,0.074713
2011,7,Northeast,755,0.000131,0.005699,0.023809
2011,7,Northeast,756,0.000263,0.011398,0.060606
2011,7,Northeast,758,0.001446,0.062690,0.036913
2011,7,Northeast,760,0.001449,0.062852,0.089727
2011,7,Northeast,761,0.002016,0.087446,0.147465
2011,7,Northeast,762,0.002899,0.125704,0.216981
2011,7,Northeast,763,0.002394,0.103843,0.225296
2011,7,Northeast,764,0.000252,0.010931,0.129032
2011,7,Northeast,765,0.000441,0.019129,0.046980
2011,7,Northeast,766,0.000063,0.002733,0.029126
2011,7,Northeast,768,0.000063,0.002733,0.030303
2011,7,Northeast,770,0.003781,0.163962,0.149093
2011,7,Northeast,771,0.000306,0.013290,0.003188
2011,7,Northeast,772,0.000306,0.013290,0.002930
2011,7,Northwest,707,0.000045,0.000322,0.075000
2011,7,Northwest,708,0.000045,0.000322,0.069445
2011,7,Northwest,709,0.000100,0.000710,0.083689
2011,7,Northwest,710,0.000008,0.000055,0.200000
2011,7,Northwest,711,0.000133,0.000945,0.198199
2011,7,Northwest,712,0.000056,0.000397,0.118402
2011,7,Northwest,714,0.000061,0.000430,0.130842
2011,7,Northwest,715,0.000329,0.002332,0.118449
2011,7,Northwest,716,0.000078,0.000552,0.111112
2011,7,Northwest,725,0.000221,0.001566,0.105263
2011,7,Northwest,729,0.000525,0.003718,0.162393
2011,7,Northwest,732,0.000054,0.000380,0.012195
2011,7,Northwest,738,0.000563,0.003990,0.259260
2011,7,Northwest,741,0.000615,0.004355,0.192308
2011,7,Northwest,742,0.001411,0.009995,0.351351
2011,7,Northwest,743,0.001610,0.011407,0.517242
2011,7,Northwest,745,0.000730,0.005169,0.133333
2011,7,Northwest,747,0.000644,0.004563,0.230769
2011,7,Northwest,748,0.000543,0.003844,0.075758
2011,7,Northwest,749,0.002150,0.015229,0.097561
2011,7,Northwest,750,0.000538,0.003807,0.066667
2011,7,Northwest,751,0.000538,0.003807,0.055556
2011,7,Northwest,752,0.001075,0.007614,0.095238
2011,7,Northwest,753,0.004945,0.035026,0.146965
2011,7,Northwest,754,0.004468,0.031646,0.195402
2011,7,Northwest,756,0.000131,0.000931,0.030303
2011,7,Northwest,758,0.008148,0.057708,0.208054
2011,7,Northwest,760,0.003193,0.022612,0.197659
2011,7,Northwest,761,0.000882,0.006248,0.064516
2011,7,Northwest,762,0.001638,0.011604,0.122641
2011,7,Northwest,763,0.001197,0.008480,0.112648
2011,7,Northwest,765,0.000882,0.006248,0.093960
2011,7,Northwest,768,0.000168,0.001190,0.080808
2011,7,Northwest,770,0.000567,0.004017,0.022364
2011,7,Northwest,771,0.021349,0.151213,0.222104
2011,7,Northwest,772,0.006435,0.045581,0.061522
2011,7,Northwest,773,0.002145,0.015194,0.023020
2011,7,Northwest,774,0.007968,0.056434,0.181395
2011,7,Northwest,775,0.013080,0.092646,0.109666
2011,7,Northwest,776,0.020077,0.142201,0.208641
2011,7,Northwest,777,0.006895,0.048837,0.081340
2011,7,Northwest,778,0.024944,0.176674,0.415541
2011,7,Southeast,707,0.000064,0.000271,0.105001
2011,7,Southeast,708,0.000106,0.000451,0.162037
2011,7,Southeast,709,0.000103,0.000437,0.085835
2011,7,Southeast,710,0.000014,0.000058,0.355556
2011,7,Southeast,711,0.000061,0.000258,0.090090
2011,7,Southeast,712,0.000082,0.000348,0.172668
2011,7,Southeast,714,0.000061,0.000258,0.130842
2011,7,Southeast,715,0.000563,0.002394,0.202610
2011,7,Southeast,716,0.000199,0.000847,0.283951
2011,7,Southeast,722,0.000107,0.000456,0.057143
2011,7,Southeast,725,0.000193,0.000822,0.092105
2011,7,Southeast,726,0.000111,0.000470,0.081632
2011,7,Southeast,729,0.000249,0.001057,0.076923
2011,7,Southeast,730,0.000111,0.000470,0.129032
2011,7,Southeast,732,0.000107,0.000456,0.024390
2011,7,Southeast,733,0.000268,0.001139,0.312500
2011,7,Southeast,738,0.000080,0.000342,0.037037
2011,7,Southeast,741,0.000369,0.001568,0.115385
2011,7,Southeast,742,0.001085,0.004614,0.270270
2011,7,Southeast,743,0.000537,0.002282,0.172414
2011,7,Southeast,745,0.002190,0.009306,0.400000
2011,7,Southeast,747,0.000966,0.004107,0.346154
2011,7,Southeast,748,0.005862,0.024914,0.818182
2011,7,Southeast,749,0.001290,0.005483,0.058537
2011,7,Southeast,753,0.001935,0.008225,0.057508
2011,7,Southeast,754,0.001840,0.007820,0.080460
2011,7,Southeast,755,0.000657,0.002793,0.119048
2011,7,Southeast,756,0.000657,0.002793,0.151515
2011,7,Southeast,758,0.003154,0.013405,0.080537
2011,7,Southeast,760,0.002016,0.008570,0.124837
2011,7,Southeast,761,0.002331,0.009909,0.170507
2011,7,Southeast,762,0.000315,0.001339,0.023585
2011,7,Southeast,763,0.000567,0.002410,0.053360
2011,7,Southeast,764,0.000819,0.003482,0.419355
2011,7,Southeast,765,0.001386,0.005892,0.147651
2011,7,Southeast,766,0.000315,0.001339,0.145631
2011,7,Southeast,768,0.000315,0.001339,0.151515
2011,7,Southeast,770,0.003781,0.016069,0.149093
2011,7,Southeast,771,0.023597,0.100292,0.245484
2011,7,Southeast,772,0.002452,0.010420,0.023437
2011,7,Southeast,773,0.050692,0.215453,0.543984
2011,7,Southeast,774,0.019000,0.080755,0.432558
2011,7,Southeast,775,0.054177,0.230267,0.454220
2011,7,Southeast,776,0.021902,0.093090,0.227608
2011,7,Southeast,777,0.015210,0.064646,0.179426
2011,7,Southeast,778,0.013385,0.056888,0.222973
2011,7,Southwest,707,0.000273,0.001639,0.450000
2011,7,Southwest,708,0.000088,0.000528,0.134259
2011,7,Southwest,709,0.000617,0.003707,0.515723
2011,7,Southwest,710,0.000014,0.000082,0.355556
2011,7,Southwest,711,0.000112,0.000674,0.166667
2011,7,Southwest,712,0.000076,0.000454,0.159513
2011,7,Southwest,714,0.000061,0.000364,0.130842
2011,7,Southwest,715,0.000615,0.003694,0.221312
2011,7,Southwest,716,0.000147,0.000884,0.209876
2011,7,Southwest,722,0.000241,0.001450,0.128572
2011,7,Southwest,725,0.000470,0.002821,0.223684
2011,7,Southwest,726,0.000691,0.004148,0.510204
2011,7,Southwest,729,0.001216,0.007300,0.376068
2011,7,Southwest,730,0.000249,0.001493,0.290323
2011,7,Southwest,732,0.002895,0.017384,0.658536
2011,7,Southwest,733,0.000483,0.002897,0.562499
2011,7,Southwest,738,0.000134,0.000805,0.061728
2011,7,Southwest,741,0.000492,0.002954,0.153846
2011,7,Southwest,745,0.000122,0.000730,0.022222
2011,7,Southwest,747,0.000107,0.000645,0.038461
2011,7,Southwest,748,0.000109,0.000652,0.015151
2011,7,Southwest,749,0.006128,0.036795,0.278049
2011,7,Southwest,750,0.002150,0.012910,0.266667
2011,7,Southwest,751,0.002688,0.016138,0.277778
2011,7,Southwest,752,0.002688,0.016138,0.238095
2011,7,Southwest,753,0.005375,0.032276,0.159744
2011,7,Southwest,754,0.008148,0.048922,0.356322
2011,7,Southwest,755,0.000526,0.003156,0.095238
2011,7,Southwest,756,0.000920,0.005523,0.212121
2011,7,Southwest,758,0.007359,0.044188,0.187919
2011,7,Southwest,760,0.005230,0.031403,0.323797
2011,7,Southwest,761,0.005671,0.034052,0.414746
2011,7,Southwest,762,0.002520,0.015134,0.188679
2011,7,Southwest,763,0.003151,0.018918,0.296443
2011,7,Southwest,764,0.000252,0.001513,0.129032
2011,7,Southwest,765,0.001197,0.007189,0.127517
2011,7,Southwest,766,0.000567,0.003405,0.262136
2011,7,Southwest,767,0.000105,0.000631,0.500000
2011,7,Southwest,768,0.000357,0.002144,0.171717
2011,7,Southwest,770,0.003403,0.020431,0.134184
2011,7,Southwest,771,0.016242,0.097524,0.168969
2011,7,Southwest,772,0.018693,0.112245,0.178705
2011,7,Southwest,773,0.007968,0.047842,0.085503
2011,7,Southwest,774,0.003064,0.018401,0.069767
2011,7,Southwest,775,0.014906,0.089501,0.124968
2011,7,Southwest,776,0.020381,0.122378,0.211802
2011,7,Southwest,777,0.013689,0.082194,0.161483
2011,7,Southwest,778,0.003955,0.023745,0.065878
2011,7,"United Kingdom",749,0.001075,0.131714,0.048780
2011,7,"United Kingdom",750,0.001613,0.197570,0.200000
2011,7,"United Kingdom",751,0.000538,0.065857,0.055556
2011,7,"United Kingdom",752,0.001075,0.131714,0.095238
2011,7,"United Kingdom",753,0.001613,0.197570,0.047923
2011,7,"United Kingdom",766,0.000105,0.012867,0.048544
2011,7,"United Kingdom",770,0.000105,0.012867,0.004141
